rse_licensee,rse_name,mysuper_product_name,lifecycle_stage_name,single_strategy_lifecycle_indicator,rse_net_assets_000,proportion_of_total_assets_in_mysuper,rse_total_accounts,strategic_growth_asset_allocation,5_year_net_investment_return_nir_p_a,5_year_nir_relative_to_simple_reference_portfolio_p_a,5_year_nir_relative_to_listed_saa_benchmark_portfolio_p_a,5_year_net_return_50_000_rep_member_p_a,3_year_net_investment_return_nir_p_a,3_year_nir_relative_to_simple_reference_portfolio_p_a,3_year_nir_relative_to_listed_saa_benchmark_portfolio_p_a,3_year_net_return_50_000_rep_member_p_a,administration_fees_disclosed_10_000_account_balance,administration_fees_disclosed_25_000_account_balance,administration_fees_disclosed_50_000_account_balance,administration_fees_disclosed_100_000_account_balance,administration_fees_disclosed_250_000_account_balance,total_fees_disclosed_10_000_account_balance,total_fees_disclosed_25_000_account_balance,total_fees_disclosed_50_000_account_balance,total_fees_disclosed_100_000_account_balance,total_fees_disclosed_250_000_account_balance,rse_adjusted_total_accounts_growth_rate_3_year_average,rse_net_cash_flow_ratio_3_year_average,rse_net_rollover_ratio_3_year_average
LCA NOMINEES PTY. LTD.,Lutheran Super,Balanced Option_MySuper Compliant,,Single strategy,578925,0.46,6403,0.7,0.0753,-7.00E-04,-0.0048,0.0704,0.1001,0.0066,0.0044,0.0953,0.0121,0.0066,0.0048,0.0039,0.0034,0.018,0.0125,0.0107,0.0098,0.0093,-0.0325,0.0141,-0.0218
Legal Super Pty Ltd,legalsuper,MySuper Balanced,,Single strategy,4127843,0.49,44619,0.76,0.0824,0.0055,0.0017,0.0786,0.0918,-0.0032,0.003,0.088,0.0097,0.0056,0.0043,0.0036,0.0032,0.0181,0.014,0.0127,0.012,0.0116,0.008,0.0402,-0.004
LGIAsuper Trustee,LGIAsuper,LGIASuper MySuper Lifecycle,,Lifecycle,12641590,0.65,81610,,,,,,,,,,,,,,,,,,,,0.0083,0.0073,-0.0086
LGIAsuper Trustee,LGIAsuper,LGIASuper MySuper Lifecycle,Under 75,,,,,0.81,0.0769,-0.0046,-0.0037,0.0748,0.0905,-0.0125,0.0021,0.0884,0.0096,0.0049,0.0034,0.0026,0.0021,0.0182,0.0135,0.012,0.0112,0.0107,,,
LGIAsuper Trustee,LGIAsuper,LGIASuper MySuper Lifecycle,75 Plus,,,,,0.61,0.0654,-0.0044,-0.005,0.0633,0.0728,-0.0102,0.0025,0.0707,0.0096,0.0049,0.0034,0.0026,0.0021,0.0177,0.013,0.0115,0.0107,0.0102,,,
LGSS Pty Limited,Local Government Super,MySuper Age Based Investment Strategy,,Lifecycle,12068817,0.42,88409,,,,,,,,,,,,,,,,,,,,-0.0114,0.0074,-0.0023
LGSS Pty Limited,Local Government Super,MySuper Age Based Investment Strategy,MySuper Age_Based Investment Strategy High Growth,,,,,0.94,0.0941,0.0053,6.00E-04,0.0905,0.1108,-0.005,-0.0018,0.1073,0.0097,0.0054,0.004,0.0033,0.0029,0.0188,0.0145,0.0131,0.0124,0.012,,,
LGSS Pty Limited,Local Government Super,MySuper Age Based Investment Strategy,MySuper Age_Based Investment Strategy Balanced Growth,,,,,0.77,0.0813,0.0014,-4.00E-04,0.0777,0.0915,-0.0087,-0.0011,0.0879,0.0097,0.0054,0.004,0.0033,0.0029,0.0183,0.014,0.0126,0.0119,0.0115,,,
LGSS Pty Limited,Local Government Super,MySuper Age Based Investment Strategy,MySuper Age_Based Investment Strategy Balanced,,,,,0.6,0.0674,-0.0027,-0.0066,0.0638,0.0715,-0.0118,-0.0078,0.068,0.0097,0.0054,0.004,0.0033,0.0029,0.0184,0.0141,0.0127,0.012,0.0116,,,
LGSS Pty Limited,Local Government Super,MySuper Age Based Investment Strategy,MySuper Age_Based Investment Strategy Conservative,,,,,0.42,0.0499,-0.0106,-0.0122,0.0466,0.0508,-0.0165,-0.0119,0.0473,0.0097,0.0054,0.004,0.0033,0.0029,0.0176,0.0133,0.0119,0.0112,0.0108,,,
Maritime Super Pty Limited,Maritime Super,Moderate investment option,,Single strategy,5786553,0.17,26504,0.66,0.0623,-0.0106,-0.0098,0.0583,0.0718,-0.0161,-0.013,0.068,0.0106,0.0059,0.0044,0.0036,0.0031,0.0233,0.0186,0.0171,0.0163,0.0158,-0.0017,-0.0142,-0.0138
Meat Industry Employees Superannuation Fund Pty. Ltd.,Meat Industry Employees Superannuation Fund,MIESF MySuper,,Single strategy,882501,0.93,21796,0.65,0.0802,0.0069,0.0026,0.0788,0.0936,0.0048,0.0175,0.0921,0.0132,0.0059,0.0034,0.0022,0.0015,0.0177,0.0104,0.0079,0.0067,0.006,-0.0281,-0.02,-0.0343
Media Super Limited,Media Super,Balanced investment option (accumulation),,Single strategy,6016627,0.7,77796,0.72,0.0848,0.0063,0.0033,0.0824,0.1014,0.0037,0.0092,0.099,0.008,0.0041,0.0028,0.0022,0.0018,0.015,0.0111,0.0098,0.0092,0.0088,-0.057,0.0059,-0.0149
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Mercer Santos MySuper,,Single strategy,25047417,0.47,249056,0.76,0.0752,-7.00E-04,-0.003,0.0731,0.0866,-0.0067,-0.0031,0.0848,0.0073,0.0032,0.0019,0.0012,8.00E-04,0.0157,0.0116,0.0103,0.0096,0.0092,0.021,-0.029,-0.0552
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Mercer SmartPath,,Lifecycle,25047417,0.47,249056,,,,,,,,,,,,,,,,,,,,0.021,-0.029,-0.0552
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Mercer SmartPath,2004 to 2008,,,,,,,,,,,,,,0.0147,0.0095,0.0077,0.0069,0.0063,0.0242,0.019,0.0172,0.0164,0.0158,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Mercer SmartPath,1999 to 2003,,,,,0.88,0.0783,-0.0047,-0.0086,0.071,0.0959,-0.0098,-0.007,0.0885,0.0147,0.0095,0.0077,0.0069,0.0063,0.0242,0.019,0.0172,0.0164,0.0158,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Mercer SmartPath,1994 to 1998,,,,,0.88,0.0817,-0.0013,-0.0052,0.0744,0.0992,-0.0065,-0.0037,0.0918,0.0147,0.0095,0.0077,0.0069,0.0063,0.0242,0.019,0.0172,0.0164,0.0158,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Mercer SmartPath,1989 to 1993,,,,,0.88,0.0813,-0.0017,-0.0056,0.074,0.0989,-0.0068,-0.004,0.0915,0.0147,0.0095,0.0077,0.0069,0.0063,0.0242,0.019,0.0172,0.0164,0.0158,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Mercer SmartPath,1984 to 1988,,,,,0.88,0.0831,1.00E-04,-0.0038,0.0758,0.1002,-0.0055,-0.0027,0.0928,0.0147,0.0095,0.0077,0.0069,0.0063,0.0238,0.0186,0.0168,0.016,0.0154,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Mercer SmartPath,1979 to 1983,,,,,0.88,0.0827,-3.00E-04,-0.0042,0.0754,0.1002,-0.0055,-0.0027,0.0928,0.0147,0.0095,0.0077,0.0069,0.0063,0.0237,0.0185,0.0167,0.0159,0.0153,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Mercer SmartPath,1974 to 1978,,,,,0.88,0.0825,-5.00E-04,-0.0044,0.0752,0.0999,-0.0058,-0.003,0.0925,0.0147,0.0095,0.0077,0.0069,0.0063,0.0236,0.0184,0.0166,0.0158,0.0152,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Mercer SmartPath,1969 to 1973,,,,,0.88,0.0829,-1.00E-04,-0.0043,0.0756,0.1002,-0.0054,-0.0032,0.0928,0.0147,0.0095,0.0077,0.0069,0.0063,0.0237,0.0185,0.0167,0.0159,0.0153,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Mercer SmartPath,1964 to 1968,,,,,0.78,0.0796,1.00E-04,-0.004,0.0723,0.0939,-0.0061,-0.0036,0.0865,0.0147,0.0095,0.0077,0.0069,0.0063,0.0236,0.0184,0.0166,0.0158,0.0152,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Mercer SmartPath,1959 to 1963,,,,,0.67,0.0728,-0.001,-0.0045,0.0655,0.0846,-0.0056,-0.0035,0.0773,0.0147,0.0095,0.0077,0.0069,0.0063,0.0228,0.0176,0.0158,0.015,0.0144,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Mercer SmartPath,1954 to 1958,,,,,0.56,0.0661,-0.0021,-0.0047,0.0588,0.0763,-0.0047,-0.0022,0.069,0.0147,0.0095,0.0077,0.0069,0.0063,0.0217,0.0165,0.0147,0.0139,0.0133,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Mercer SmartPath,1949 to 1953,,,,,0.45,0.0608,-0.0025,-0.0029,0.0535,0.0683,-0.0043,-3.00E-04,0.061,0.0147,0.0095,0.0077,0.0069,0.0063,0.0217,0.0165,0.0147,0.0139,0.0133,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Mercer SmartPath,1944 to 1948,,,,,0.45,0.0575,-0.0033,-0.0029,0.0501,0.065,-0.0034,4.00E-04,0.0576,0.0147,0.0095,0.0077,0.0069,0.0063,0.0227,0.0175,0.0157,0.0149,0.0143,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Mercer SmartPath,1939 to 1943,,,,,0.45,0.0588,-0.0019,-0.0014,0.0515,0.0663,-0.0021,0.0017,0.059,0.0147,0.0095,0.0077,0.0069,0.0063,0.0211,0.0159,0.0141,0.0133,0.0127,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Mercer SmartPath,1934 to 1938,,,,,0.45,0.0588,-0.0015,-9.00E-04,0.0515,0.066,-0.0019,0.0017,0.0586,0.0147,0.0095,0.0077,0.0069,0.0063,0.0211,0.0159,0.0141,0.0133,0.0127,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Mercer SmartPath,1929 to 1933,,,,,0.45,,,,,0.064,-0.0023,8.00E-04,0.0566,0.0147,0.0095,0.0077,0.0069,0.0063,0.0212,0.016,0.0142,0.0134,0.0128,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Mercer SmartPath,Born prior to 1929,,,,,0.45,0.0565,-0.0021,-0.001,0.0491,0.065,0,0.0027,0.0576,0.0147,0.0095,0.0077,0.0069,0.0063,0.0212,0.016,0.0142,0.0134,0.0128,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Mercer Tailored (CRG) MySuper,,Lifecycle,25047417,0.47,249056,,,,,,,,,,,,,,,,,,,,0.021,-0.029,-0.0552
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Mercer Tailored (CRG) MySuper,2004 to 2008,,,,,,,,,,,,,,0.0082,0.0039,0.0024,0.0017,0.0013,0.0177,0.0134,0.0119,0.0112,0.0108,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Mercer Tailored (CRG) MySuper,1999 to 2003,,,,,,,,,,,,,,0.0082,0.0039,0.0024,0.0017,0.0013,0.0177,0.0134,0.0119,0.0112,0.0108,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Mercer Tailored (CRG) MySuper,1994 to 1998,,,,,,,,,,,,,,0.0082,0.0039,0.0024,0.0017,0.0013,0.0177,0.0134,0.0119,0.0112,0.0108,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Mercer Tailored (CRG) MySuper,1989 to 1993,,,,,,,,,,,,,,0.0082,0.0039,0.0024,0.0017,0.0013,0.0177,0.0134,0.0119,0.0112,0.0108,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Mercer Tailored (CRG) MySuper,1984 to 1988,,,,,,,,,,,,,,0.0082,0.0039,0.0024,0.0017,0.0013,0.0173,0.013,0.0115,0.0108,0.0104,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Mercer Tailored (CRG) MySuper,1979 to 1983,,,,,,,,,,,,,,0.0082,0.0039,0.0024,0.0017,0.0013,0.0172,0.0129,0.0114,0.0107,0.0103,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Mercer Tailored (CRG) MySuper,1974 to 1978,,,,,,,,,,,,,,0.0082,0.0039,0.0024,0.0017,0.0013,0.0171,0.0128,0.0113,0.0106,0.0102,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Mercer Tailored (CRG) MySuper,1969 to 1973,,,,,,,,,,,,,,0.0082,0.0039,0.0024,0.0017,0.0013,0.0172,0.0129,0.0114,0.0107,0.0103,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Mercer Tailored (CRG) MySuper,1964 to 1968,,,,,,,,,,,,,,0.0082,0.0039,0.0024,0.0017,0.0013,0.0171,0.0128,0.0113,0.0106,0.0102,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Mercer Tailored (CRG) MySuper,1959 to 1963,,,,,,,,,,,,,,0.0082,0.0039,0.0024,0.0017,0.0013,0.0163,0.012,0.0105,0.0098,0.0094,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Mercer Tailored (CRG) MySuper,1954 to 1958,,,,,,,,,,,,,,0.0082,0.0039,0.0024,0.0017,0.0013,0.0152,0.0109,0.0094,0.0087,0.0083,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Mercer Tailored (CRG) MySuper,1949 to 1953,,,,,,,,,,,,,,0.0082,0.0039,0.0024,0.0017,0.0013,0.0152,0.0109,0.0094,0.0087,0.0083,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Mercer Tailored (CRG) MySuper,1944 to 1948,,,,,,,,,,,,,,0.0082,0.0039,0.0024,0.0017,0.0013,0.0162,0.0119,0.0104,0.0097,0.0093,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Mercer Tailored (CRG) MySuper,1939 to 1943,,,,,,,,,,,,,,0.0082,0.0039,0.0024,0.0017,0.0013,0.0146,0.0103,0.0088,0.0081,0.0077,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Mercer Tailored (CRG) MySuper,1934 to 1938,,,,,,,,,,,,,,0.0082,0.0039,0.0024,0.0017,0.0013,0.0146,0.0103,0.0088,0.0081,0.0077,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Mercer Tailored (CRG) MySuper,1929 to 1933,,,,,,,,,,,,,,0.0082,0.0039,0.0024,0.0017,0.0013,0.0147,0.0104,0.0089,0.0082,0.0078,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Mercer Tailored (CRG) MySuper,Born prior to 1929,,,,,,,,,,,,,,0.0082,0.0039,0.0024,0.0017,0.0013,0.0147,0.0104,0.0089,0.0082,0.0078,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Mercer WGSP MySuper,,Lifecycle,25047417,0.47,249056,,,,,,,,,,,,,,,,,,,,0.021,-0.029,-0.0552
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Mercer WGSP MySuper,2004 to 2008,,,,,,,,,,,,,,0.0082,0.0039,0.0024,0.0017,0.0013,0.0177,0.0134,0.0119,0.0112,0.0108,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Mercer WGSP MySuper,1999 to 2003,,,,,,,,,,,,,,0.0082,0.0039,0.0024,0.0017,0.0013,0.0177,0.0134,0.0119,0.0112,0.0108,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Mercer WGSP MySuper,1994 to 1998,,,,,0.88,0.0817,-0.0013,-0.0052,0.0788,0.0992,-0.0065,-0.0037,0.0963,0.0082,0.0039,0.0024,0.0017,0.0013,0.0177,0.0134,0.0119,0.0112,0.0108,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Mercer WGSP MySuper,1989 to 1993,,,,,0.88,0.0813,-0.0017,-0.0056,0.0784,0.0989,-0.0068,-0.004,0.096,0.0082,0.0039,0.0024,0.0017,0.0013,0.0177,0.0134,0.0119,0.0112,0.0108,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Mercer WGSP MySuper,1984 to 1988,,,,,0.88,0.0831,1.00E-04,-0.0038,0.0801,0.1002,-0.0055,-0.0027,0.0973,0.0082,0.0039,0.0024,0.0017,0.0013,0.0173,0.013,0.0115,0.0108,0.0104,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Mercer WGSP MySuper,1979 to 1983,,,,,0.88,0.0827,-3.00E-04,-0.0042,0.0798,0.1002,-0.0055,-0.0027,0.0973,0.0082,0.0039,0.0024,0.0017,0.0013,0.0172,0.0129,0.0114,0.0107,0.0103,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Mercer WGSP MySuper,1974 to 1978,,,,,0.88,0.0825,-5.00E-04,-0.0044,0.0795,0.0999,-0.0058,-0.003,0.097,0.0082,0.0039,0.0024,0.0017,0.0013,0.0171,0.0128,0.0113,0.0106,0.0102,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Mercer WGSP MySuper,1969 to 1973,,,,,0.88,0.0829,-1.00E-04,-0.0043,0.0799,0.1002,-0.0054,-0.0032,0.0973,0.0082,0.0039,0.0024,0.0017,0.0013,0.0172,0.0129,0.0114,0.0107,0.0103,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Mercer WGSP MySuper,1964 to 1968,,,,,0.78,0.0796,1.00E-04,-0.004,0.0766,0.0939,-0.0061,-0.0036,0.091,0.0082,0.0039,0.0024,0.0017,0.0013,0.0171,0.0128,0.0113,0.0106,0.0102,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Mercer WGSP MySuper,1959 to 1963,,,,,0.67,0.0728,-0.001,-0.0045,0.0698,0.0846,-0.0056,-0.0035,0.0818,0.0082,0.0039,0.0024,0.0017,0.0013,0.0163,0.012,0.0105,0.0098,0.0094,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Mercer WGSP MySuper,1954 to 1958,,,,,0.56,0.0661,-0.0021,-0.0047,0.0631,0.0763,-0.0047,-0.0022,0.0734,0.0082,0.0039,0.0024,0.0017,0.0013,0.0152,0.0109,0.0094,0.0087,0.0083,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Mercer WGSP MySuper,1949 to 1953,,,,,0.45,0.0608,-0.0025,-0.0029,0.0578,0.0683,-0.0043,-3.00E-04,0.0655,0.0082,0.0039,0.0024,0.0017,0.0013,0.0152,0.0109,0.0094,0.0087,0.0083,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Mercer WGSP MySuper,1944 to 1948,,,,,0.45,0.0575,-0.0033,-0.0029,0.0545,0.065,-0.0034,4.00E-04,0.0621,0.0082,0.0039,0.0024,0.0017,0.0013,0.0162,0.0119,0.0104,0.0097,0.0093,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Mercer WGSP MySuper,1939 to 1943,,,,,0.45,0.0588,-0.0019,-0.0014,0.0559,0.0663,-0.0021,0.0017,0.0634,0.0082,0.0039,0.0024,0.0017,0.0013,0.0146,0.0103,0.0088,0.0081,0.0077,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Mercer WGSP MySuper,1934 to 1938,,,,,0.45,0.0588,-0.0015,-9.00E-04,0.0558,0.066,-0.0019,0.0017,0.0631,0.0082,0.0039,0.0024,0.0017,0.0013,0.0146,0.0103,0.0088,0.0081,0.0077,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Mercer WGSP MySuper,1929 to 1933,,,,,,,,,,,,,,0.0082,0.0039,0.0024,0.0017,0.0013,0.0147,0.0104,0.0089,0.0082,0.0078,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Mercer WGSP MySuper,Born prior to 1929,,,,,,,,,,,,,,0.0082,0.0039,0.0024,0.0017,0.0013,0.0147,0.0104,0.0089,0.0082,0.0078,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Virgin Money MySuper,,Lifecycle,25047417,0.47,249056,,,,,,,,,,,,,,,,,,,,0.021,-0.029,-0.0552
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Virgin Money MySuper,2014 TO 2018,,,,,,,,,,,,,,0.0097,0.0063,0.0051,0.0045,0.0042,0.0118,0.0083,0.0072,0.0066,0.0062,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Virgin Money MySuper,2009 TO 2013,,,,,,,,,,,,,,0.0097,0.0063,0.0051,0.0045,0.0042,0.0118,0.0083,0.0072,0.0066,0.0062,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Virgin Money MySuper,2004 TO 2008,,,,,,,,,,,,,,0.0097,0.0063,0.0051,0.0045,0.0042,0.0118,0.0083,0.0072,0.0066,0.0062,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Virgin Money MySuper,1999 TO 2003,,,,,,,,,,,,,,0.0097,0.0063,0.0051,0.0045,0.0042,0.0118,0.0083,0.0072,0.0066,0.0062,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Virgin Money MySuper,1994 TO 1998,,,,,,,,,,,,,,0.0097,0.0063,0.0051,0.0045,0.0042,0.0118,0.0083,0.0072,0.0066,0.0062,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Virgin Money MySuper,1989 TO 1993,,,,,,,,,,,,,,0.0097,0.0063,0.0051,0.0045,0.0042,0.0118,0.0083,0.0072,0.0066,0.0062,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Virgin Money MySuper,1984 TO 1988,,,,,,,,,,,,,,0.0097,0.0063,0.0051,0.0045,0.0042,0.0118,0.0083,0.0072,0.0066,0.0062,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Virgin Money MySuper,1979 TO 1983,,,,,,,,,,,,,,0.0097,0.0063,0.0051,0.0045,0.0042,0.0118,0.0083,0.0072,0.0066,0.0062,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Virgin Money MySuper,1974 TO 1978,,,,,,,,,,,,,,0.0097,0.0063,0.0051,0.0045,0.0042,0.0118,0.0083,0.0072,0.0066,0.0062,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Virgin Money MySuper,1969 TO 1973,,,,,,,,,,,,,,0.0097,0.0063,0.0051,0.0045,0.0042,0.0118,0.0083,0.0072,0.0066,0.0062,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Virgin Money MySuper,1964 TO 1968,,,,,,,,,,,,,,0.0097,0.0063,0.0051,0.0045,0.0042,0.0118,0.0083,0.0072,0.0066,0.0062,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Virgin Money MySuper,1959 TO 1963,,,,,,,,,,,,,,0.0097,0.0063,0.0051,0.0045,0.0042,0.0118,0.0083,0.0072,0.0066,0.0062,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Virgin Money MySuper,1954 TO 1958,,,,,,,,,,,,,,0.0097,0.0063,0.0051,0.0045,0.0042,0.0118,0.0083,0.0072,0.0066,0.0062,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Virgin Money MySuper,1949 TO 1953,,,,,,,,,,,,,,0.0097,0.0063,0.0051,0.0045,0.0042,0.0118,0.0083,0.0072,0.0066,0.0062,,,
Mercer Superannuation (Australia) Limited,Mercer Super Trust,Virgin Money MySuper,BORN PRIOR TO 1949,,,,,,,,,,,,,,0.0097,0.0063,0.0051,0.0045,0.0042,0.0118,0.0083,0.0072,0.0066,0.0062,,,
Mercy Super Pty Ltd,Mercy Super,MySuper Balanced,,Single strategy,1414121,0.76,13659,0.73,0.0875,0.0098,0.0032,0.083,0.1042,0.0078,0.012,0.0999,0.0087,0.0053,0.0041,0.0036,0.0024,0.0178,0.0143,0.0132,0.0126,0.0115,0.0163,0.0291,-0.0111
Motor Trades Association of Australia Superannuation Fund Pty. Limited,MTAA Superannuation Fund,My AutoSuper,,Single strategy,12556611,0.84,204702,0.81,0.0908,0.012,0.0135,0.0876,0.0934,-0.0054,0.0063,0.0903,0.0093,0.0046,0.0031,0.0023,0.0018,0.0151,0.0104,0.0089,0.0081,0.0076,-0.0613,0.0184,-0.0203
N. M. Superannuation Proprietary Limited,Super Directions Fund,AMP MySuper No.3,,Lifecycle,3278918,0.36,186212,,,,,,,,,,,,,,,,,,,,-0.1735,-0.0966,-0.1036
N. M. Superannuation Proprietary Limited,Super Directions Fund,AMP MySuper No.3,AMP SDF MySuper 1990s,,,,,0.85,0.0825,-0.0017,-0.0075,0.0754,0.0978,-0.0099,-0.0089,0.0911,0.012,0.0065,0.0047,0.0038,0.0033,0.0186,0.0131,0.0113,0.0104,0.0099,,,
N. M. Superannuation Proprietary Limited,Super Directions Fund,AMP MySuper No.3,AMP SDF MySuper 1980s,,,,,0.85,0.084,-2.00E-04,-0.0029,0.0769,0.1007,-0.0069,-9.00E-04,0.094,0.012,0.0065,0.0047,0.0038,0.0033,0.0191,0.0136,0.0118,0.0109,0.0104,,,
N. M. Superannuation Proprietary Limited,Super Directions Fund,AMP MySuper No.3,AMP SDF MySuper 1970s,,,,,0.8,0.081,-8.00E-04,-0.0061,0.0739,0.0964,-0.0071,-0.0056,0.0897,0.012,0.0065,0.0047,0.0038,0.0033,0.0192,0.0137,0.0119,0.011,0.0105,,,
N. M. Superannuation Proprietary Limited,Super Directions Fund,AMP MySuper No.3,AMP SDF MySuper 1960s,,,,,0.6,0.066,-0.0045,-0.0081,0.0589,0.0766,-0.0073,-0.0055,0.0699,0.012,0.0065,0.0047,0.0038,0.0033,0.0188,0.0133,0.0115,0.0106,0.0101,,,
N. M. Superannuation Proprietary Limited,Super Directions Fund,AMP MySuper No.3,AMP SDF MySuper 1950s,,,,,0.48,0.0547,-0.0091,-0.0106,0.0476,0.0631,-0.0097,-0.007,0.0563,0.012,0.0065,0.0047,0.0038,0.0033,0.018,0.0125,0.0107,0.0098,0.0093,,,
N. M. Superannuation Proprietary Limited,Super Directions Fund,AMP MySuper No.3,AMP SDF MySuper Capital Stable,,,,,0.45,0.0512,-0.0098,-0.0087,0.0441,0.0576,-0.0103,-0.0039,0.0509,0.012,0.0065,0.0047,0.0038,0.0033,0.0181,0.0126,0.0108,0.0099,0.0094,,,
NESS Super Pty Ltd,NESS Super,NESS MySuper,,Single strategy,824233,0.83,13360,0.72,0.0748,-0.0022,-0.0063,0.0721,0.0851,-0.01,-0.0083,0.0824,0.0086,0.0042,0.0028,0.002,0.0016,0.017,0.0126,0.0112,0.0104,0.01,-0.0266,0.0183,-0.0331
NGS Super Pty Limited,NGS Super,Diversified (MySuper),,Single strategy,11425666,0.64,117824,0.71,0.0821,0.0057,5.00E-04,0.0798,0.0955,0.001,0.0025,0.0932,0.0075,0.0036,0.0023,0.0017,0.0013,0.0175,0.0136,0.0123,0.0117,0.0113,-0.0096,0.0162,-0.0113
Nulis Nominees (Australia) Limited,MLC Super Fund,MySuper,,Lifecycle,81096472,0.35,1180621,,,,,,,,,,,,,,,,,,,,-0.022,-0.044,-0.0526
Nulis Nominees (Australia) Limited,MLC Super Fund,MySuper,MySuper Under 55,,,,,,,,,,,,,,0.0129,0.0082,0.0067,0.0059,0.0054,0.0207,0.016,0.0145,0.0137,0.0132,,,
Nulis Nominees (Australia) Limited,MLC Super Fund,MySuper,MySuper Age 55,,,,,,,,,,,,,,0.0129,0.0082,0.0067,0.0059,0.0054,0.0207,0.016,0.0145,0.0137,0.0132,,,
Nulis Nominees (Australia) Limited,MLC Super Fund,MySuper,MySuper Age 56,,,,,,,,,,,,,,0.0129,0.0082,0.0067,0.0059,0.0054,0.0207,0.016,0.0145,0.0137,0.0132,,,
Nulis Nominees (Australia) Limited,MLC Super Fund,MySuper,MySuper Age 57,,,,,,,,,,,,,,0.0129,0.0082,0.0067,0.0059,0.0054,0.0207,0.016,0.0145,0.0137,0.0132,,,
